ID,SIRUTA,codLMI,judetul,UAT,localitatea,tip,cult,gen,denumirea,datarea,utilizarea curentă,parohia,protopopiatul,(arhi)episcopia,mitropolia,patriarhia,descrierea,note,starea de conservare,longitudine,latitudine
22734,125631,OT-II-m-B-08880,Olt,Orașul Drăgănești-Olt,Drăgănești-Olt,biserică,ortodox,F,"Biserica ""Sf. Împărați"", ""Adormirea Maicii Domnului""",sec. XVIII - 1856,biserică,Parohia Drăgăneștii de Sus - Deal,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,bună,,
3847,151889,TR-II-m-B-14430,Teleorman,Municipiul Roșiori de Vede,Roșiori de Vede,biserică,ortodox,F,"Biserica ""Sf. Împărați""",1832,,"Parohia ""Sf. Împărați"" Roșiori de Vede",Protopopiatul Roșiorii de Vede,Episcopia Alexandriei și Teleormanului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,foarte bună,,
22811,125631,OT-II-m-B-08876,Olt,Orașul Drăgănești-Olt,Drăgănești-Olt,biserică,ortodox,F,"Biserica ""Sf. Nicolae"",""Cuvioasa Paraschiva""",1825-1830,biserică,Parohia Peretu - Drăgănești Olt,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,,,bună,,
16251,35740,BT-II-m-A-01917,Botoșani,Municipiul Botoșani,Botoșani,biserică,ortodox,F,"Biserica ""Întâmpinarea Domnului"",""Sf. Împărați""",1826,biserică,"Parohia ""Întâmpinarea Domnului"" Ruset",Protopopiatul Botoșani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,foarte bună,,
3013,44827,BZ-II-m-B-20459,Buzău,Municipiul Buzău,Buzău,biserică,ortodox,F,"Biserica ""Sfinții Îngeri""","1619, ref. 1833 - 1838",lăcaș de cult parohial,,,Arhiepiscopia Buzăului și Vrancei,Mitropolia Munteniei și Dobrogei,,Biserica Sf. Îngeri a fost construită în 1619 și refăcută între 1833-1838.,,,,
38642,179150,B-II-m-B-19317,București,Municipiul București,București Sectorul 2,biserică,ortodox,F,"Biserica ""Sfinții Voievozi Mihail și Gavril""",1757,,Parohia Oțetari,Protoieria II capitală,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,26.10715,44.43892
1816,174753,VN-II-m-B-06452,Vrancea,Municipiul Focșani,Focșani,biserică,ortodox,F,"Biserica ""Intrarea Maicii Domnului în Biserică""",1789-1798,,Parohia Ovidenia,,,,,"Denumire originara a acestui lacas de cult este Biserica Maicii Domnului Ovidenia din Tabacari, conform hartii statului major austriac din anul 1789. Însa dupa stil si dupa modul simplu cum a fost construita, s-a dovedit ca este mult mai veche, datând din anul 1687. Biserica monument istoric a fost construita în stilul muntesc,având un plan dezvoltat clasic în forma de cruce, caracteristic bisericilor ortodoxe din acea perioada. Biserica are fundatia initiala din piatra de râu, zidurile sunt din caramida iar acoperisul este din tabla. Interiorul este reprezentat de o catapeteasma initiala din zid, pe care apoi a fost fixata catapeteasma din lemn cu panouri pictate de Oreste Cantini în stil italian. De asemenea sunt reprezentative usile împaratesti pictate în ulei, iconostasul, scaunul arhieresc, stranele cântaretilor, serafim. În naos, în fata altarului se afla încadrata în dusumeaua din scândura o placa de marmura orientata spre altar, inscriptionata cu un text nedescifrat în alfabetul chirilic de tranzitie.",,restaurare,,
38158,60543,CT-II-m-A-02916,Constanța,Orașul Techirghiol,Techirghiol,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1650,,"Parohia Mănăstirii ""Sf. Maria""",Protopopiatul Medgidia,Arhiepiscopia Tomisului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,bună,,
38158,60543,CT-II-m-A-02916,Constanța,Orașul Techirghiol,Techirghiol,mănăstire,ortodox,F,"Mănăstirea ""Adormirea Maicii Domnului"" Sf. Maria","sec. XVII, 1995",,"Parohia Mănăstirii ""Sf. Maria""",Protopopiatul Medgidia,Arhiepiscopia Tomisului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Mănăstirea a fost ridicată la jumătatea sec. XVII și a fost restaurată între 1984-1986. Mănăstirea cuprinde 45 de viețuitoare. În anul 1928, primul patriarh al Romaniei - Miron Cristea - cumpară în Techirghiol o vilă cu 16 camere, înființând un sanatoriu preoțesc, deservit de câteva monahii, pentru clerul din întreaga țară. Între anii 1965-1967, patriarhul Justinian a inițiat lucrări de renovare și de extindere a căminului, iar între anii 1975-1977 a construit aripa stângă a complexului și partea perpendiculară care unește cele două aripi, dând complexului aspectul tradițional al mănăstirilor brâncovenești - de careu deschis. În anul 1951 patriarhul Justinian aduce aici o bisericuță de lemn din sec. al XVII-lea, de origine transilvăneană cu hramul ""Sfinții Apostoli Petru și Pavel"", pe care o resfințeste la data de 15 august același an, schimbându-i hramul în ""Adormirea Maicii Domnului"". Întreg edificiul a fost înălțat pe un postament de piatră de Techirghiol, punându-se și mai bine în valoare frumusețea și armonia acestei bisericuțe de lemn. În incinta mănăstirii se afla și o clădire destinată clerului superior, construită în anul 1953 și unde a avut loc cel de-al IV-lea ""Dialog ecumenic interconfesional"" în 1985. În același perimetru se află și fântâna cu statuia Sf. Pantelimon, sculptată în bronz de renumitul sculptor român Ion Jalea și adusă de patriarhul Justinian de la spitalul ""Sf. Pantelimon"" din București. Acest sfânt a trăit în sec. IV în Imperiul Roman, fiind un doctor renumit care după ce a devenit creștin a primit darul tămăduirii tuturor bolilor. După săvârșirea multor minuni, a fost prins și martirizat, fiind pomenit de biserică ca mucenic și ""doctor fără de arginți"", este protectorul și patronul medicilor. În mod simbolic, statuia lui a fost amenajată în parcul acestui Cămin Preoțesc care purta hramul ""Sf. Pantelimon"" spre ocrotirea celor care veneau aici la tratament. Având în vedere că obștea monahală s-a mărit considerabil, în anul 1995, schitul ""Sf. Maria"" se transformă în mănăstire cu statut juridic, având hramul ""Adormirea Maicii Domnului"". La ora actuală, mănăstirea are 43 de viețuitoare. Pentru protejarea bisericuței - monument istoric- , se construiește o nouă biserică de zid cu același hram: ""Adormirea Maicii Domnului"".",,bună,,
16569,60543,CT-II-m-A-02916,Constanța,Orașul Techirghiol,Techirghiol,biserică de lemn,ortodox,F,"Biserica de lemn ""Adormirea Maicii Domnului""",1750,,"Parohia ""Adormirea Maicii Domnului"" Techirghiol",Protopopiatul Medgidia,Arhiepiscopia Tomisului,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserica este construită de bătrânii maramureșeni din satul Maiorești, jud. Mureș, în 1750, din lemn și a fost împodobită cu pictură naivă, în tempera pe lemn. În 1934 este strămutată de regele Carol al II lea la castelul Pelișor - Sinaia, urmând ca în 1951, din inițiativa Patriarhului Romaniei Justinian Marina, să fie strămutată la căminul preoțesc de la Techirghiol, înființat de Patriarhul Romaniei, Miron Cristea în 1928. Este restaurată în 1984 -1986. Icoanele împărătești de pe catapeteasmă sunt datate în jurul anului 1830.",,bună,,
31742,106988,MM-II-m-A-04801,Maramureș,Orașul Vișeu de Sus,Vișeu de Sus,biserică,greco-catolic,F,"Biserica ""Buna Vestire""",1842,,Parohia Bunavestire Vișeu de Sus,,Episcopia - Eparhia Greco-Catolică a Maramureșului,"Biserica Română Unită cu Roma, Greco-Catolică",,"Biserica Ortodoxa ""Buna Vestire"" din Viseu de Sus, numita de localnici ""Biserica Batrana"" a fost zidita in 1842 pe locul unei biserici de lemn, de dimensiuni mai mici. Stilul constructiei este neo-gotic, iar dimensiunile sunt: lungimea 29,5 m , latimea, 9 m. Pana la zidirea turnului a existat o clopotnita, iar dupa zidirea turnului, clopotele au fost urcate acolo: un clopot de 265 de kg din 1907, si doua clopote mici (unul de 119 kg, respectiv 74 kg din 1922). In anul 1869, Biserica a fost pictata de un vestit pictor austriac al vremii, F.W.Kutnik, care a realizat trei mari tablouri aplicate direct pe perete, respectiv bolta. Iconostasul actual dateaza din anul 1875-1879 cu icoanele de pe el, pictate de acelasi pictor, Kutnik.    In anul 1905, s-a cumparat casa cantorala - actualmente gradinita, iar in cimitirul Bisericii, s-a facut un edificiu de lemn, numit ""Satra Mosilor"", azi ""Satrita"", unde se tineau mesele pentru cei saraci in zilele de pomenire a mortilor. In anul 1912, Biserica a fost pavimentata, in 1928, s-a reinnoit zugraveala in Biserica, in 1968 s-a inlocuit tabla de pe acoperis si s-a introdus iluminatul electric. Intre 1975-1976 s-a pictat interiorul Bisericii cu pictura in fresca, realizata de pictorul Andrei Raileanu si sotia sa Elena, iar intre 1979-1980 s-a refacut intregul exterior, s-a construit pridvorul, pictat fiind de catre pictorul Constantin C. Bledea, si sotia Elisabeta.",,,,
16428,159776,TL-II-m-B-06035,Tulcea,Orașul Sulina,Sulina,biserică,ortodox,F,"Biserica greacă ""Sf. Nicolae""","1866-1867, rest. 1923.",,,Protopopiatul Băneasa,Arhiepiscopia Tomisului,Mitropolia Munteniei și Dobrogei,,"Biserica “Sf. Nicolae”, cunoscută ca ""Biserica Grecească"", a aparținut comunității elene din oraș și a fost construită între 1866-1867 lângă o biserică din lemn, mai veche. A fost restaurată în 1923 si 1956.",,,,
17638,106327,MM-II-m-A-04479,Maramureș,Municipiul Baia Mare,Baia Mare,biserică,romano-catolic,F,"Biserica ""Sf. Nicolae""","1402, cu transf. ulterioare",,,,,,,,,,,
16788,136492,SM-II-m-A-05244,Satu Mare,Municipiul Satu Mare,Satu Mare,biserică,reformat,F,Biserica cu lanțuri,1788-1807,biserică,Episcopia reformată,,,,,,,,,
16403,159623,TL-II-m-B-05988,Tulcea,Municipiul Tulcea,Tulcea,biserică,ortodox,F,"Biserica ""Sf. Gheorghe""",1857,,,Protopopiatul Hârșova,Arhiepiscopia Tomisului,Mitropolia Munteniei și Dobrogei,,"Biserica ortodoxă “Sf. Gheorghe”, Tulcea, numită “Biserica Bulgărească” sau “Biserica cu Ceas”. Între anii 1830-1840, la venirea primului val de coloniști bulgari din sudul Basarabiei, comunitatea nou constituită ridica o mică biserică din lemn, care va fi distrusă destul de repede de inundații (terenul corespunzând actualului Parc). Piața Noua era ocupat de un ghiol, si zona dintre acesta și faleză era frecvent lovită de inundații; nu a fost complet asanată decât în preajma Primului Război Mondial). În anul 1857 se construiește actualul edificiu al bisericii pentru comunitatea mărită de sosirea unui nou val de imigranți, cu puțin înainte de războiul Crimeei. În curtea bisericii au fost construite două școli - una între 1859-1862 (Gimnaziul Bulgăresc), azi demolată, cealaltă între 1881-1882 (Școala Naționala Bulgară de fete), care mai exista si azi, la nord de biserică. Biserica a fost reparată și consolidată în anul 1897; pictura interioară datează din 1927.",,,,
13589,102623,IF-II-m-B-15283,Ilfov,Comuna Dragomirești-Vale,Dragomirești-Deal,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1760,,Parohia Dragomirești Deal,Protoieria Ilfov Sud,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,"Biserică construită în 1760, în plan triplat cu turlă pătrată pe fronton pridvor mai mic adăugat.",,,,
4631,95079,IS-II-m-B-03765,Iași,Municipiul Iași,Iași,biserică,ortodox,F,"Biserica ""Sf. Treime""","1853, reclădită pe urmele alteia mai vechi, din 1806",,"Parohia ""Sf. Treime""",Protopopiatul Iași I,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,bună,,
4605,95079,IS-II-m-B-03965,Iași,Municipiul Iași,Iași,biserică,ortodox,F,"Biserica ""Sf. Paraschiva de Sus"" - Nouă","1852, pe locul unei biserici din 1724, demolată",,Parohia Kogălniceanu din Muntenia de Sus,Protopopiatul Iași I,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,foarte bună,,
1606,41676,BV-II-m-A-11750,Brașov,Comuna Prejmer,Prejmer,biserică,ortodox,F,"Biserica ""Sf. Apostoli Petru și Pavel""",1769; 1791; 1799,,Parohia Prejmer,Protopopiatul Brașov,Arhiepiscopia Sibiului,"Mitropolia Ardealului, Covasnei și Harghitei",Patriarhia Română,"Biserica cu hramul Sf. Apostoli Petru și Pavel a fost construită în 1769, pe locul unei biserici de lemn existentă la 1601. Pisania scrisă cu litere chirilice îi desemnează ca ctitori pe Nicolae, Dimitrie, Vasile, Brat în timpul împărătesei maria tereza și Iosif al II-lea. La 1799 i se adaugă turnul clopotniță. Biserica păstrează pictură murală de la 1799 în altar și pronaos, restul picturii fiind de la 1950, autor fiind Ioan Vasu.Pictura exterioară este și ea de sfârșit de secol XVIII, și are o paletă cromatică redusă.(roșu, verde, albastru)",,,,
4017,161801,VS-II-m-B-06744,Vaslui,Municipiul Bârlad,Bârlad,biserică,ortodox,F,"Biserica ""Sf. Ilie"" și ""Sf. Vasile cel Mare""","1859-1869, reparații în 1932 - 1934 în curs de consolidare restaurare (aviz MC nr. 32 /1993)",cult,"Parohia ""Sf. Ilie""",Protopopiatul Bârlad,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,,"Construită între anii 1859–1869 de către breasla blănarilor, la nord de biserica de lemn din 1794–1795, cu care a coexistat până în anii 1860-1864). Lucrările au fost executate de calfele de zidari Mihai Popoiu si Gheorghe Baciul, după planul întocmit de arhitectul orașului, Ignat Lorenzo. Pictura murala, executata la sfârșitul secolului al XIX-lea de către zugravul I. Munteanu din Bârlad, a fost refăcuta între anii 1932-1934. După cutremurul din 1940, a fost refăcuta bolta de pe naos si suprimat ultimul nivel al turnului-clopotnița, dislocat de seism. Înfățisarea de astăzi se datorează lucrărilor de restaurare din 1993-2004, realizate de către Ministerul Culturii si Cultelor. Cu aceasta ocazie, a fost pictata din nou la interior, prin contribuția parohiei, de către Armand Kuchta din Iași, în tehnica fresca, păstrându-se ca martori din pictura anterioara scenele din naos: ,,Izvorul Tămăduirii” si „Minunile Sf. Ilie”. În secolul al XIX-lea (c. 1815-1864), pe lângă biserică a funcționat, cu intermitente, o școala. În perioada 1880-1912, la aceasta biserica a slujit în calitate de dascăl, diacon, preot si preot paroh, I. Antonovici, viitorul episcop al Hușilor (1924-1931) - autor al mai multor studii si lucrări științifice, membru corespondent al Comisiunii Monumentelor Istorice (1914), membru de onoare al Academiei Române (1919), membru fondator al Muzeului Public din Bârlad (1914) si întemeietor al Muzeului Eparhial din Huși (1926). Biserica de plan triconc cu absida altarului semicirculara, abside laterale în rezalit si turn clopotnița pe vest. La interior, naosul este acoperit cu o bolta de secțiune poligonala, semicalotele de pe absidele laterale si tavanele de pe celelalte compartimente sunt din lemn stucat. Accesul principal de vest si rezaliturile absidelor laterale sunt interpretate ca fațade de temple ionice. Plastica arhitecturala neoclasica, de o deosebita puritate stilistica, este ilustrata prin panouri rectangulare, adâncite în zidărie, ferestre dreptunghiulare cu deschideri în arc în plin cintru, cornișa subliniata de friza cu denticule si frontoane cu „dinți de lup”. Turnul-clopotnița cu ceas, ridicat peste pridvor, de secțiune hexagonala, cu patru niveluri si acoperiș de tip baroc, are același decor ca si biserica. Pe lângă donațiile de bunuri imobile (terenuri, case, prăvălii), cele doua lăcașuri au fost înzestrate de către ctitori cu odoare si cărți de ritual, aflate astăzi în colecțiile parohiei si ale Muzeului Eparhial din Huși. Biserica, cunoscută ca a breslei blănarilor, a fost construită în anul 1859 - 1869 de pietrarii Mihai Popoiu si Gheorghe Baciul. Plan triconc cu turn-clopotniță pe pronaos, intrare vest, pridvor, proscomidiar și diaconicon, turlă falsă pe altar; fundație-piatră, pereți portanți-cărămidă, planșee-cărămidă, pardoseli-ciment, inițial piatră, învelitoare-tablă; sistem de boltire: pridvor-calotă teșită, pronaos, altar-tăvănit, naos-boltă octogonală; fațade decorate cu elemente preluate din repertoriul stilului neoclasic (portic-ordonanță de coloane, intrare, absidele laterale în rezalit, fronton, friză denticuli, panouri decorative adâncite în zidărie); turn-clopotniță, 4 nivele, secțiune pătrată, acoperiș baroc. Construită pe locul unei biserici mai vechi, de lemn de secol XVIII.",schimbarea denumirii de arteră - cf. Ordinului Prefecturii Județului Vaslui 37 / 26.05.1999,,,
18668,69919,DJ-II-m-B-08095,Dolj,Municipiul Craiova,Craiova,biserică,ortodox,F,"Biserica ""Sf. Gheorghe Nou""",1913,cult,"Parohia ""Sf. Gheorghe Nou"" Craiova",,Arhiepiscopia Craiovei,Mitropolia Olteniei,Patriarhia Română,"Biserică ridicată la 1913, pe locul uneia de lemn din 1722.",,foarte bună,,
2149,167801,VL-II-m-B-09685,Vâlcea,Orașul Brezoi,Brezoi,biserică de lemn,ortodox,F,"Biserica de lemn ""Intrarea în Biserică""",1789,,Parohia Brezoi I,,Arhiepiscopia Râmnicului,Mitropolia Olteniei,Patriarhia Română,,,,,
4602,95079,IS-II-m-B-03962,Iași,Municipiul Iași,Iași,biserică,ortodox,F,"Biserica ""Sf. Nicolae Domnesc"",""Sf. Nicolae cel Bogat"",""Sf. Nicolae Gospod"",""Sf. Nicolae cel Mare""","1884-1904, pe fundațiile celei din 1492",,"Parohia ""Sf. Nicolae Domnesc"" Iași",Protopopiatul Iași I,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,"Biserica a fost construita de catre Stefan cel Mare între anii 1941-1492 - din zidarie de piatra si caramida. În timp a suferit transformari, în timpul domnului Antonie Ruset, în 1677, când a devenit resedinta mitropolitana si, mai apoi, între anii 1725, 1753 si 1784 când a fost succesiv arsa si partial demolata. A fost reparata în 1790 si apoi arsa din nou în 1821 si 1827. Sfârsitul secolului XIX o gaseste în stare de ruina, astfel încât Comisiunea Monumentelor Istorice hotaraste sa încredinteze restaurarea acestei manastiri arhitectului francez Leconte de Noüy. Acesta a hotarât demolarea în totalitate si reconstruirea bisericii dupa planul initial din timpul domniei lui Stefan cel Mare. Restaurarea s-a efectuat între anii 1884-1904. De atunci biserica nu a mai suferit lucrari masive de restaurare ci numai reparatii locale nesemnificative între anii 1985-1991. Manastrirea era situata în imediata vecinatate a curtii domnesti si a fost folosita multa vreme ca loc de ""ungere"" cu sfântul si marele Mir a tuturor domnilor Moldovei, de la Despot Voda la Alexandru Ioan Cuza. - Stilul - Biserica face parte din grupul de biserici de oras construit de catre domnul Stefan cel Mare cu plan treflat si pronaos supralargit. Peste naos se înalta o turla construita pe o baza patrata si una octagonala. Pronaosul este acoperit cu o cupola. Exteriorul netencuit cu pereti din piatra fasonata si caramida este decorat cu 3 siruri suprapuse de ocnite decorate cu pictura si discuri ceramice policrome. Ancadramentele la usi si ferestre sunt din piatra tratate în stil gotic. Interiorul bisericii este pictat la ultima restaurare în stil neobizantin de catre pictorii francezi Boris Bernard, Emilie Mempiot si P. Maureal. Din tot ansamblul fostei manastiri s-a pastrat biserica si resturi din fostul zid împrejmuitor. Ctitor: Stefan cel Mare - ctitor initial 1491-1492 Antonie Ruset - 1677 Mitropolitul Dosoftei - 1671-1674 si 1675-1686 care a înfiintat aici o tipografie, unde s-a tiparit si în limba româna. Mesteri: restauratori din sec.XIX - 1884 - 1904 Lecompte de Noüy - arhitect pictori Boris Bernard, Emilie Mempiot si P. Maureal. Functie initiala:manastire de calugari, resedinta a mitropolitului Functie actuala",,bună,,
22707,125481,OT-II-m-B-08770,Olt,Municipiul Caracal,Caracal,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului""",1839; rep. în anii 1909 șI 1948 când I s-a spălat șI pictura,,"Parohia ""Adormirea Maicii Domnului"" Parângului Caracal","Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,Lăcașul de cult a fost zidit de familia Jienilor în 1839.,,foarte bună,,
3232,26573,BH-II-m-A-01066,Bihor,Municipiul Oradea,Oradea,biserică,ortodox,F,"Biserica ""Sf. Treime"" și ""Pogorârea Sfântului Duh""",1692-1722,edificiu de cult,"Parohia ""Sf. Treime"" Oradea",Protopopiatul Ortodox român Oradea,"Episcopia Oradiei, Bihorului și Sălajului","Mitropolia Clujului, Albei, Crișanei și Maramureșului",Patriarhia Română,,,bună,,
3236,26573,BH-II-m-B-01069,Bihor,Municipiul Oradea,Oradea,biserică,ortodox,F,"Biserica ""Sf. Mare Mucenic Gheorghe""",1858,edificiu de cult,"Parohia ""Sf. Gheorghe"" Oradea",Protopopiatul Ortodox român Oradea,"Episcopia Oradiei, Bihorului și Sălajului","Mitropolia Clujului, Albei, Crișanei și Maramureșului",Patriarhia Română,,,bună,,
2013,20572,BC-II-m-B-00865,Bacău,Municipiul Onești,Onești,biserică,ortodox,F,"Biserica ""Sf. Nicolae""","1843, transf. 1883, rest. 1988",,Parohia Onesti,,,,,,,,,
3999,161801,VS-II-m-B-06747,Vaslui,Municipiul Bârlad,Bârlad,biserică,ortodox,F,"Biserica ""Sf. Spiridon"" și ""Buna Vestire""","1822-1825, rep. 1914-1916, 1997-1999",cult,"Parohia ""Sf. Spiridon""",Protoieria Bârlad,Episcopia Hușilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,"Biserica a fost ridicată între anii 1822-1825. În urma incendiului din anul 1913, biserica a fost reparată între 1914 - 1916. Între 1997-1999 biserica a suferit o reparație completă.",,foarte bună,,
1780,174753,VN-II-m-B-06453,Vrancea,Municipiul Focșani,Focșani,biserică,ortodox,F,"Biserica ""Adormirea Maicii Domnului"" Donie",înc. sec. XVIII,,Parohia Donie Focsani,,,,,"Biserica „Adormirea Maicii Domnului”-Donie a fost construita de catre Donie Damian (vistiernicul domnitorului Constantin Brâncoveanu), între anii 1694-1714. Biserica, monument istoric, este zidita din caramida pe fundatie de caramida, în forma de cruce in stil brâncovenesc, cu o singura turla deasupra pronaosului. Absidele naosului sunt bine proportionate cu Sf. Altar, de care este despartit de o solee larga in amfiteatru si o catapeteasma de lemn. Sfântul Altar are o usa la miazazi si un intrând la miazanoapte; pe jos se afla mozaic, iar stranile au o frumoasa sculptura. Pictura din interiorul bisericii s-a executat în etape si stiluri diferite de catre Adolf Cantini între anii 1940-1948, degradându-se în timp din cauza umiditatii.",,restaurată,,
17580,92774,IL-II-m-B-14164,Ialomița,Orașul Țăndărei,Țăndărei,biserică,ortodox,F,"Biserica ""Sf. Voievozi""",1839,biserică,Parohia Țăndărei,Protoieria Fetești,Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,,,,,,
19549,32606,BN-II-m-A-01637,Bistrița-Năsăud,Orașul Sângeorz-Băi,Sângeorz-Băi,biserică de lemn,ortodox,F,"Biserica de lemn ""Buna Vestire""",sec. XVIII,,Parohia de peste Apă III,,"Arhiepiscopia Vadului, Feleacului și Clujului","Mitropolia Clujului, Albei, Crișanei și Maramureșului",Patriarhia Română,,,rea,,
38672,179150,B-II-m-A-18582.02,București,Municipiul București,București Sectorul 2,biserică,ortodox,F,"Biserica ""Înălțarea Domnului""",1833,,Parohia Teiul Doamnei Ghika,Protoieria II capitală,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,,,26.1283,44.4667
4920,95480,IS-II-m-B-04263.01,Iași,Orașul Târgu Frumos,Târgu Frumos,biserică,ortodox,F,"Biserica ""Cuvioasa Paraschiva""",1540,,Parohia Domnească,Protopopiatul Pașcani,Arhiepiscopia Iașilor,Mitropolia Moldovei și Bucovinei,Patriarhia Română,,,,,
16891,138510,SM-II-m-B-05344,Satu Mare,Comuna Petrești,Petrești,biserică,romano-catolic,F,"Biserica ""Sfânta Elisabeta""",1786,biserică,Episcopia romano-catolică,,,,,,,,,
13757,179178,B-II-a-B-19387,București,Municipiul București,București Sectorul 4,biserică,ortodox,F,"Biserica ""Sfântul Trifon și Sfântul Gheorghe""",1929,,Parohia Cărămidarii de Jos,Protoieria III capitală,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,arhitecturală,foarte bună,26.11314,44.41227
22510,125356,OT-II-m-B-08620,Olt,Municipiul Slatina,Slatina,biserică,ortodox,F,"Biserica ""Sf. Împărați"", ""Sf. Nicolae"", ""Sf. Ilie""",1793,biserică,Parohia Sfinții Împărați Slatina,"Protoieria Slatina II Nord, Cod Fiscal: 15022767, Adresa: Str. Dinu Lipati, Nr. 21, Tel/Fax: 0249-420112, 0728107836, Protoiereu Pc Pr. Nicolae Nicolaescu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,Biserica de la 1793 este un fost schit de călugări de la începutul secolului XVIII. Rezidită de Treti Logofătul si Nicolae Mumuianu.,,foarte bună,,
23224,143691,SB-II-m-B-12303,Sibiu,Orașul Agnita,Agnita,biserică,ortodox,F,"Biserica ""Sf. Nicolae""",1795,,Parohia Agnita II,Protopopiatul Agnita,Arhiepiscopia Sibiului,"Mitropolia Ardealului, Covasnei și Harghitei",Patriarhia Română,"Biserica ""Sfântul Nicolae"" al parohiei ortodoxe române Agnita 2 cuprinde pe lângă biserica reparată în 1982 și o casă parohială datând din același an ca și biserica, și care a fost reparată în 2001. casa parohială are o suprafață de 207 mp și adăpstește o bogată colecție de patrimoniu mobil religios cuprinzând un total de 432 obiecte religioase: peste 280 de volume de carte, cca. 150 de icoane și tablouri, 12 alte obiecte bisericești.",,,,
17525,92710,IL-II-m-B-14120,Ialomița,Municipiul Fetești,Fetești,biserică,ortodox,F,"Biserica ""Sf. Nicolae""",1884,biserică,Parohia Sf. Nicolae Fetești,"Protoieria Fetești,",Episcopia Sloboziei și Călărașilor,Mitropolia Munteniei și Dobrogei,,,,,,
5973,179141,B-II-m-B-19395,București,Municipiul București,București Sectorul 1,biserică,ortodox,F,"Biserica ""Sfinții Constantin și Elena""",1785,,,Protoieria I capitală,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,monument,,26.0846,44.4363
22684,125481,OT-II-m-B-08774,Olt,Municipiul Caracal,Caracal,biserică,ortodox,F,"Biserica ""Sf. Nicolae""",1888,biserică,Parohia Sf. Nicolae - Plevnei Caracal,"Protoieria Caracal, Cod fiscal: 4284630, Adresa: Str. Nicolae Titulescu nr. 8, Str. Nicolae Titulescu, 8, TEL/FAX: 0249-512060, 0728107831, 0745597225, Protoiereu PC. Pr. Marin Răducanu.",Episcopia Slatinei și Romanaților,Mitropolia Olteniei,Patriarhia Română,Biserica ridicată în 1888 este pictată în stil neobizantin de pictorul Petrescu.,,foarte bună,,
5981,179141,B-II-m-B-19406,București,Municipiul București,București Sectorul 1,biserică,ortodox,F,"Biserica ""Sfântul Gheorghe""",1906,,Parohia Sfântul Gheorghe Plevna,Protoieria I capitală,Arhiepiscopia Bucureștilor,Mitropolia Munteniei și Dobrogei,Patriarhia Română,,monument,,26.0728,44.4409
