Judet,Localitate,Codpostal
Botoșani,Nicșeni,717290
Botoșani,Prăjeni,717305
Botoșani,Câmpeni,717306
Botoșani,Roma,717335
Botoșani,Cotârgaci,717336
Botoșani,Românești,717340
Botoșani,Românești-Vale,717342
Botoșani,Albești,717005
Botoșani,Buimăceni,717006
Botoșani,Coștiugeni,717007
Botoșani,Jijia,717008
Botoșani,Mășcăteni,717009
Botoșani,Bălușeni,717025
Botoșani,Bălușenii Noi,717026
Botoșani,Coșuleni,717028
Botoșani,Bucecea,717045
Botoșani,Bohoghina,717046
Botoșani,Călinești (Bucecea),717047
Botoșani,Corni,717085
Botoșani,Balta Arsă,717086
Botoșani,Flămânzi,717155
Botoșani,Nicolae Bălcescu (Flămânzi),717157
Botoșani,Poiana (Flămânzi),717158
Botoșani,Frumușica,717160
Botoșani,Gorbănești,717175
Botoșani,Bătrânești,717176
Botoșani,George Coșbuc,717177
Botoșani,Mihai Eminescu (Gorbănești),717178
Botoșani,Hlipiceni,717205
Botoșani,Dragalina (Hlipiceni),717206
Botoșani,Victoria (Hlipiceni),717207
Botoșani,Sulița,717370
Botoșani,Cheliș,717373
Botoșani,Dracșani,717374
Botoșani,Ștefănești,717385
Botoșani,Bădiuți,717386
Botoșani,Ștefănești-Sat,717389
Botoșani,Todireni,717395
Botoșani,Cernești,717396
Botoșani,Florești,717397
Botoșani,Gârbești,717398
Botoșani,Iurești,717399
Botoșani,Trușești,717400
Botoșani,Buhăceni,717401
Botoșani,Ciritei,717402
Botoșani,Drislea,717403
Botoșani,Păsăteni,717406
Botoșani,Tudora,717410
Botoșani,Vlădeni,717460
Botoșani,Brehuiești,717461
Botoșani,Huțani,717463
Botoșani,Vorona,717475
Botoșani,Icușeni,717476
Botoșani,Poiana (Vorona),717478
Botoșani,Vorona Mare,717479
Botoșani,Vorona-Teodoru,717481
Botoșani,Arborea,717171
Botoșani,Stânca (George Enescu),717174
Botoșani,Bajura,715101
Botoșani,Cândești,717262
Botoșani,Vițcani,717267
Botoșani,Concești,717055
Botoșani,Cordăreni,717070
Botoșani,Slobozia (Cordăreni),717072
Botoșani,Baranca (Cristinești),717106
Botoșani,Fundu Herții,717108
Botoșani,Poiana (Cristinești),717109
Botoșani,Grivița,717071
Botoșani,Hilișeu-Horia,717200
Botoșani,Horlăceni,717381
Botoșani,Ionășeni (Vârfu Câmpului),717451
Botoșani,Eșanca,715102
Botoșani,Lișmănița,715103
Botoșani,Izvoare,717361
Botoșani,Lișna,717362
Botoșani,Lozna,717126
Botoșani,Movileni,717056
Botoșani,Oroftiana,717363
Botoșani,Pârâu Negru,717263
Botoșani,Rogojești,717264
Botoșani,Pădureni (Șendriceni),717382
Botoșani,George Enescu,717170
Botoșani,Popeni (George Enescu),717173
Botoșani,Dealu Mare,715201
Botoșani,Saucenița,717447
Botoșani,Străteni,717127
Botoșani,Șendriceni,717380
Botoșani,Călinești (Cândești),717261
Botoșani,Talpa,717266
Botoșani,Balinți,717186
Botoșani,Galbeni,717187
Botoșani,Niculcea,717189
Botoșani,Tătărășeni,717191
Botoșani,Văculești,717445
Botoșani,Podeni,717079
Botoșani,Vlădeni (Corlăteni),717082
Botoșani,Brăești,717035
Botoșani,Poiana (Brăești),717036
Botoșani,Popeni (Brăești),717037
Botoșani,Vâlcelele,717038
Botoșani,Broscăuți,717040
Botoșani,Slobozia (Broscăuți),717041
Botoșani,Corlăteni,717075
Botoșani,Carasa,717076
Botoșani,Mateieni,717078
Botoșani,Recia-Verbia,717081
Botoșani,Dersca,717125
Botoșani,Dimăcheni,717077
Botoșani,Dumeni,717172
Botoșani,Ibănești,717215
Botoșani,Mileanca,717280
Botoșani,Seliștea,717283
Botoșani,Miorcani,717316
Botoșani,Pomârla,717300
Botoșani,Hulubești,717301
Botoșani,Gorovei,717446
Botoșani,Dobrinăuți-Hapăi,717449
Botoșani,Vârfu Câmpului,717450
Botoșani,Lunca (Vârfu Câmpului),717452
Botoșani,Maghera,717453
Botoșani,Pustoaia,717454
Botoșani,Dămileni,717104
Botoșani,Cristinești,717105
Botoșani,Dragalina (Cristinești),717107
Botoșani,Darabani,715100
Botoșani,Dorohoi,715200
Botoșani,Havârna,717185
Botoșani,Gârbeni,717188
Botoșani,Bașeu,717209
Botoșani,Hudești,717210
Botoșani,Alba,717211
Botoșani,Baranca (Hudești),717212
Botoșani,Mlenăuți,717213
Botoșani,Vatra,717214
Botoșani,Mihăileni,717260
Botoșani,Păltiniș,717295
Botoșani,Cuzlău,717296
Botoșani,Slobozia (Păltiniș),717298
Botoșani,Rădăuți-Prut,717315
Botoșani,Rediu (Rădăuți-Prut),717317
Botoșani,Suharău,717360
Botoșani,Adășeni,717016
Botoșani,Zoițani,717024
Botoșani,Bodeasa,715301
Botoșani,Aurel Vlaicu,717017
Botoșani,Ichimeni,717019
Botoșani,Călugăreni,717417
Botoșani,Călugărenii Noi,717418
Botoșani,Mândrești (Ungureni),717421
Botoșani,Cotu Miculinți,717092
Botoșani,Crasnaleuca,717093
Botoșani,Avram Iancu,717091
Botoșani,Mihail Kogălniceanu,717096
Botoșani,Nichiteni,717097
Botoșani,Sarata-Drăgușeni,717142
Botoșani,Avrămeni,717015
Botoșani,Tudor Vladimirescu (Avrămeni),717023
Botoșani,Coțușca,717090
Botoșani,Ghireni,717094
Botoșani,Nicolae Bălcescu (Coțușca),717098
Botoșani,Puțureni,717099
Botoșani,Drăgușeni,717140
Botoșani,Hănești,717195
Botoșani,Borolea,717196
Botoșani,Moara Jorii,717197
Botoșani,Sarata-Basarab,717198
Botoșani,Slobozia Hănești,717199
Botoșani,Manoleasa,717230
Botoșani,Bold,717231
Botoșani,Flondora,717232
Botoșani,Iorga,717233
Botoșani,Manoleasa-Prut,717237
Botoșani,Sadoveni,717238
Botoșani,Șerpenița,717239
Botoșani,Zahoreni,717241
Botoșani,Mitoc,717285
Botoșani,Horia,717286
Botoșani,Ripiceni,717325
Botoșani,Cinghiniia,717326
Botoșani,Lehnești,717327
Botoșani,Movila Ruptă,717328
Botoșani,Popoaia,717329
Botoșani,Râșca,717331
Botoșani,Ripicenii Vechi,717332
Botoșani,Știubieni,717390
Botoșani,Ibăneasa,717391
Botoșani,Negreni,717392
Botoșani,Viișoara,717455
Botoșani,Cuza Vodă,717456
Botoșani,Viișoara Mică,717457
Botoșani,Vlăsinești,717465
Botoșani,Săveni,715300
Botoșani,Ungureni,717415
Botoșani,Borzești,717416
Botoșani,Durnești (Ungureni),717419
Botoșani,Mihai Viteazu,717422
Botoșani,Plopenii Mari,717423
Botoșani,Plopenii Mici,717424
Botoșani,Tăutești,717426
Botoșani,Vicoleni,717427
Botoșani,Vorniceni,717470
Botoșani,Davidoaia,717471
Botoșani,Dealu Crucii,717472
Iași,Aroneanu,707020
Iași,Rediu Aldei,707022
Iași,Șorogari,707023
Iași,Bârnova,707035
Iași,Todirel,707039
Iași,Borosoaia,707361
Iași,Onești,707362
Iași,Bosia,707566
Iași,Coada Stâncii,707567
Iași,Brădicești,707181
Iași,Chicerea,707516
Iași,Goruni,707517
Iași,Ciortești,707075
Iași,Colțu Cornii,707236
Iași,Sălăgeni,707237
Iași,Coropceni,707076
Iași,Rotăria,707078
Iași,Satu Nou ,707442
Iași,Costuleni,707115
Iași,Covasna,707116
Iași,Hilița,707118
Iași,Cozia,707117
Iași,Cozmești,707140
Iași,Dolhești,707180
Iași,Pietriș,707182
Iași,Dorobanț,707021
Iași,Cuza Vodă (Popricani),707383
Iași,Dumești,707185
Iași,Fântânele,707196
Iași,Gârbești,707533
Iași,Vadu Vejei,707541
Iași,Glodenii Gândului,707546
Iași,Golăiești,707200
Iași,Bran,707201
Iași,Podu Jijiei,707208
Iași,Grajduri,707215
Iași,Lunca (Grajduri),707218
Iași,Grozești,707235
Iași,Banu,707186
Iași,Hoisești,707188
Iași,Horlești (Rediu),707407
Iași,Tăutești,707408
Iași,Ciurbești,707308
Iași,Horpaz,707313
Iași,Măcărești,707391
Iași,Moșna,707340
Iași,Țuțora,707560
Iași,Oprișeni,707562
Iași,Păun,707037
Iași,Pietrăria,707038
Iași,Chilișoaia,707187
Iași,Păușești,707189
Iași,Perieni,707397
Iași,Stejarii,707558
Iași,Podolenii de Sus,707142
Iași,Prisăcani,707390
Iași,Probota,707395
Iași,Cornești,707309
Iași,Dancaș,707311
Iași,Proselnici,707314
Iași,Rădeni,707522
Iași,Roșcani,707523
Iași,Rediu,707405
Iași,Breazu,707406
Iași,Românești,707415
Iași,Scânteia,707425
Iași,Curături,707081
Iași,Slobozia (Ciurea),707086
Iași,Deleni (Ciortești),707077
Iași,Șerbești,707079
Iași,Șipote,707485
Iași,Iazu Nou,707488
Iași,Țibana,707530
Iași,Poiana Mănăstirii,707537
Iași,Țigănași,707555
Iași,Mihail Kogălniceanu,707557
Iași,Ungheni,707565
Iași,Mânzătești,707568
Iași,Avântu,707416
Iași,Ursoaia,707417
Iași,Cercu,707036
Iași,Vișan,707041
Iași,Brătuleni,707307
Iași,Uricani,707316
Iași,Valea Ursului,707318
Iași,Vorovești,707319
Iași,Vânători (Popricani),707388
Iași,Vulturi,707389
Iași,Arama,707101
Iași,Petroșica,707102
Iași,Cilibiu,707202
Iași,Grădinari,707204
Iași,Medeleni,707206
Iași,Petrești,707207
Iași,Cărbunari,707216
Iași,Pădureni (Grajduri),707219
Iași,Poiana cu Cetate,707221
Iași,Miroslava,707305
Iași,Balciu,707306
Iași,Găureni,707312
Iași,Comarna,707105
Iași,Curagău,707106
Iași,Dagâța,707155
Iași,Bălușești,707156
Iași,Dancu,707252
Iași,Dobrovăț,707175
Iași,Gorban,707210
Iași,Holboca,707250
Iași,Cristești (Holboca),707251
Iași,Ipatele,707265
Iași,Alexești,707266
Iași,Bâcu,707267
Iași,Cuza Vodă (Ipatele),707268
Iași,Lețcani,707280
Iași,Bogonos,707281
Iași,Mironeasa,707300
Iași,Mogoșești,707330
Iași,Budești,707331
Iași,Mânjești,707333
Iași,Movileni,707350
Iași,Potângeni,707353
Iași,Plugari,707360
Iași,Popricani,707380
Iași,Tansa,707495
Iași,Suhuleț,707496
Iași,Trifești,707520
Iași,Zaboloteni,707526
Iași,Victoria,707580
Iași,Stânca (Victoria),707586
Iași,Vlădeni,707590
Iași,Andrieșeni,707010
Iași,Glăvănești,707014
Iași,Bivolari,707055
Iași,Soloneț,707057
Iași,Traian,707059
Iași,Erbiceni,707190
Iași,Spinoasa,707192
Iași,Focuri,707195
Iași,Dumbrava (Ciurea),707082
Iași,Hlincea,707083
Iași,Lunca Cetățuii,707085
Iași,Stânca (Comarna),707107
Iași,Osoi (Comarna),707110
Iași,Moreni,707392
Iași,Chiperești,707561
Iași,Podu Iloaiei,707365
Iași,Budăi,707366
Iași,Cosițeni,707367
Iași,Holm,707368
Iași,Scobâlțeni,707369
Iași,Răducăneni,707400
Iași,Isaiia,707402
Iași,Roșu,707403
Iași,Schitu Duca,707435
Iași,Blaga,707436
Iași,Dumitreștii Gălății,707437
Iași,Poiana (Schitu Duca),707439
Iași,Poieni,707441
Iași,Șcheia,707475
Iași,Căuești,707476
Iași,Satu Nou (Șcheia),707482
Iași,Tomești,707515
Iași,Vlădiceni,707518
Iași,Țibănești,707545
Iași,Valea Lupului,707410
Iași,Voinești,707600
Iași,Lungani (Voinești),707601
Iași,Blăgești,705201
Iași,Boșteni,705202
Iași,Brătești,707461
Iași,Ciohorăni,707326
Iași,Conțești,707571
Iași,Cozmești (Stolniceni-Prăjescu),707462
Iași,Crivești (Vânători),707576
Iași,Gura Bâdiliței,707577
Iași,Gâștești,705203
Iași,Boldești,707507
Iași,Hărmăneștii Noi,707508
Iași,Hărmăneștii Vechi,707509
Iași,Hărmănești,707510
Iași,Izvoarele,707297
Iași,Lunca (Pașcani),705204
Iași,Muncelu de Sus,707336
Iași,Răchiteni,707298
Iași,Ursărești,707299
Iași,Sirețel,707455
Iași,Sodomeni,705205
Iași,Stolniceni-Prăjescu,707460
Iași,Topile,707572
Iași,Valea Seacă,707570
Iași,Vânători,707575
Iași,Vlădnicuț,707579
Iași,Berezlogi,707456
Iași,Humosu,707457
Iași,Satu Nou (Sirețel),707458
Iași,Slobozia (Sirețel),707459
Iași,Cristești,707145
Iași,Homița,707146
Iași,Hălăucești,707240
Iași,Luncași,707241
Iași,Mircești,707295
Iași,Iugani,707296
Iași,Miroslovești,707325
Iași,Soci,707328
Iași,Mogoșești-Siret,707335
Iași,Tudor Vladimirescu,707337
Iași,Moțca,707345
Iași,Boureni (Moțca),707346
Iași,Tătăruși,707500
Iași,Pietrosu,707502
Iași,Vâlcica,707504
Iași,Todirești,707505
Iași,Lespezi,707270
Iași,Buda (Lespezi),707271
Iași,Bursuc-Deal,707272
Iași,Bursuc-Vale,707273
Iași,Pașcani,705200
Iași,Balș,705301
Iași,Boureni (Balș),705302
Iași,Coasta Măgurii,705304
Iași,Bădeni,707446
Iași,Brăești,707060
Iași,Albești,707061
Iași,Rediu (Brăești),707064
Iași,Buhalnița,707071
Iași,Ceplenița,707070
Iași,Coarnele Caprei,707100
Iași,Costești,705305
Iași,Giurgești,705308
Iași,Buda (Brăești),707062
Iași,Cristești (Brăești),707063
Iași,Cucuteni,707150
Iași,Băiceni (Cucuteni),707151
Iași,Bărbătești,707152
Iași,Săcărești,707153
Iași,Crucea,707286
Iași,Goești,707287
Iași,Lungani,707285
Iași,Scobinți,707445
Iași,Sinești,707450
Iași,Sticlăria,707448
Iași,Fetești,707447
Iași,Zagavia,707449
Iași,Bocnița,707451
Iași,Osoi (Sinești),707452
Iași,Stornești,707453
Iași,Alexandru I. Cuza,707005
Iași,Kogălniceni,707006
Iași,Scheia,707007
Iași,Volintirești,707008
Iași,Bălțați,707025
Iași,Mădârjești,707028
Iași,Butea,707065
Iași,Miclăușeni,707066
Iași,Heleșteni,707245
Iași,Hărmăneasa,707246
Iași,Movileni (Heleșteni),707247
Iași,Oboroceni,707248
Iași,Mădârjac,707290
Iași,Bojila,707291
Iași,Frumușica,707292
Iași,Popești,707370
Iași,Obrijeni,707373
Iași,Vama,707376
Iași,Strunga,707465
Iași,Crivești (Strunga),707467
Iași,Gura Văii,707472
Iași,Hăbășești,707473
Iași,Belcești,707045
Iași,Liteni,707046
Iași,Tansa (Belcești),707049
Iași,Ulmi,707051
Iași,Cotnari,707120
Iași,Horodiștea,707127
Iași,Deleni,707165
Iași,Feredeni,707166
Iași,Maxut,707168
Iași,Poiana (Deleni),707169
Iași,Hârlău,705100
Iași,Pârcovaci,705101
Iași,Oțeleni,707355
Iași,Hândrești,707356
Iași,Ruginoasa,707420
Iași,Dumbrăvița,707421
Iași,Rediu (Ruginoasa),707422
Iași,Vascani,707423
Iași,Târgu Frumos,705300
Iași,Buznea,705303
Iași,Dădești,705306
Iași,Gănești,705307
Suceava,Argel,727386
Suceava,Bobeica,727331
Suceava,Colacu,727269
Suceava,Smida Ungurenilor,727276
Suceava,Izvoarele Sucevei,727330
Suceava,Paltinu,727597
Suceava,Valea Putnei,727441
Suceava,Breaza,727055
Suceava,Breaza de Sus,727056
Suceava,Pârâu Negrei,727057
Suceava,Frumosu,727260
Suceava,Deia,727261
Suceava,Dragoșa,727262
Suceava,Moldova-Sulița,727380
Suceava,Benia,727381
Suceava,Sadova,727470
Suceava,Câmpulung Moldovenesc,725100
Suceava,Fundu Moldovei,727265
Suceava,Moldovița,727385
Suceava,Demacușa,727387
Suceava,Rașca,727388
Suceava,Pojorâta,727440
Suceava,Vama,727590
Suceava,Molid,727591
Suceava,Prisaca Dornei,727592
Suceava,Strâmtura,727593
Suceava,Vatra Moldoviței,727595
Suceava,Ciumârna,727596
Suceava,Arghira,727446
Suceava,Bahna Arin,727447
Suceava,Basarabi,727448
Suceava,Boura,727237
Suceava,Țolești,727243
Suceava,Bunești,727090
Suceava,Podeni,727092
Suceava,Șes,727093
Suceava,Uncești,727094
Suceava,Cotu Băii,727563
Suceava,Fântâna Mare,727566
Suceava,Spătărești,727573
Suceava,Forăști,727235
Suceava,Antoceni,727236
Suceava,Gulia,727172
Suceava,Poienari,727174
Suceava,Hârtop,727449
Suceava,Manolea,727238
Suceava,Uidești,727244
Suceava,Ioneasa,727567
Suceava,Mesteceni,727568
Suceava,Movileni,727569
Suceava,Nigotești,727571
Suceava,Păiseni,727144
Suceava,Sasca Mare,727146
Suceava,Șinca,727149
Suceava,Țarna Mare,725202
Suceava,Petia,727091
Suceava,Poiana Mărului,727353
Suceava,Preutești,727445
Suceava,Probota,727176
Suceava,Slătioara (Râșca),727469
Suceava,Osoi,727626
Suceava,Valea Glodului,727628
Suceava,Iesle,727351
Suceava,Văleni-Stânișoara,727354
Suceava,Broșteni (Drăgușeni),727221
Suceava,Gara Leu,727222
Suceava,Budeni,727171
Suceava,Siliștea Nouă,727177
Suceava,Drăgușeni,727220
Suceava,Găinești,727491
Suceava,Horodniceni,727310
Suceava,Botești,727311
Suceava,Brădățel,727312
Suceava,Mihăiești,727313
Suceava,Rotopănești,727314
Suceava,Oniceni,727239
Suceava,Vulturești,727620
Suceava,Giurgești,727621
Suceava,Hreațca,727622
Suceava,Jacota,727623
Suceava,Merești,727624
Suceava,Pleșești,727627
Suceava,Rădășeni,727460
Suceava,Slatina,727490
Suceava,Herla,727492
Suceava,Vadu Moldovei,727560
Suceava,Cămârzani,727561
Suceava,Ciumulești,727562
Suceava,Dumbrăvița,727564
Suceava,Baia,727020
Suceava,Bogata,727021
Suceava,Bogdănești,727035
Suceava,Boroaia,727040
Suceava,Bărăști,727041
Suceava,Giulești,727042
Suceava,Moișa,727043
Suceava,Săcuța,727044
Suceava,Cornu Luncii,727140
Suceava,Băișești,727141
Suceava,Brăiești,727142
Suceava,Dumbrava (Cornu Luncii),727143
Suceava,Sasca Mică,727147
Suceava,Sasca Nouă,727148
Suceava,Dolhasca,727170
Suceava,Poiana (Dolhasca),727173
Suceava,Valea Poienei,727178
Suceava,Dolhești,727180
Suceava,Dolheștii Mici,727181
Suceava,Valea Bourei,727182
Suceava,Dolheștii Mari,727185
Suceava,Fălticeni,725200
Suceava,Șoldănești,725201
Suceava,Mălini,727350
Suceava,Pâraie,727352
Suceava,Râșca,727465
Suceava,Buda (Râșca),727466
Suceava,Dumbrăveni (Râșca),727467
Suceava,Jahalia,727468
Suceava,Clit,727017
Suceava,Comănești,727135
Suceava,Deleni,727426
Suceava,Varvata,727427
Suceava,Vârfu Dealului,727428
Suceava,Păltinoasa,727415
Suceava,Pleșa,727356
Suceava,Poiana Micului,727357
Suceava,Poieni-Solca,725601
Suceava,Valea Moldovei,727580
Suceava,Capu Codrului,727416
Suceava,Mănăstirea Humorului,727355
Suceava,Humoreni,727136
Suceava,Pârteștii de Jos,727425
Suceava,Arbore,727015
Suceava,Bodnăreni,727016
Suceava,Botoșana,727050
Suceava,Cacica,727095
Suceava,Pârteștii de Sus,727097
Suceava,Cajvana,727100
Suceava,Codru,727101
Suceava,Mironu,727581
Suceava,Capu Câmpului,727585
Suceava,Frasin,727245
Suceava,Bucșoaia,727246
Suceava,Gura Humorului,725300
Suceava,Voroneț,725301
Suceava,Ostra,727400
Suceava,Tărnicioara,727401
Suceava,Solca,725600
Suceava,Stulpicani,727505
Suceava,Gemenea,727506
Suceava,Negrileasa,727507
Suceava,Slătioara (Stulpicani),727508
Suceava,Vadu Negrilesei,727509
Suceava,Baineț,727391
Suceava,Climăuți,727393
Suceava,Vicșani,727396
Suceava,Bălcăuți,727025
Suceava,Brodina (Izvoarele Sucevei),727332
Suceava,Burla,727616
Suceava,Costișa,727251
Suceava,Falcău,727066
Suceava,Grămești,727285
Suceava,Gropeni,727026
Suceava,Botoșanița Mică,727287
Suceava,Rudești,727288
Suceava,Iaslovăț,727320
Suceava,Mănăstioara (Siret),725501
Suceava,Negostina,727027
Suceava,Mușenița,727390
Suceava,Băncești,727392
Suceava,Vășcăuți,727394
Suceava,Brodina de Jos,727061
Suceava,Cununschi,727062
Suceava,Dubiusca,727063
Suceava,Ehrește,727064
Suceava,Zalomestra,727071
Suceava,Ulma,727555
Suceava,Costileva,727556
Suceava,Lupcina,727557
Suceava,Măgura,727558
Suceava,Bilca,727030
Suceava,Brodina,727060
Suceava,Norocu,727067
Suceava,Sadău,727069
Suceava,Frătăuții Noi,727250
Suceava,Gălănești,727280
Suceava,Hurjuieni,727281
Suceava,Paltin,727068
Suceava,Nisipitu,727559
Suceava,Satu Mare,727480
Suceava,Sucevița,727510
Suceava,Voievodeasa,727511
Suceava,Voitinel,727282
Suceava,Volovăț,727615
Suceava,Zamostea,727630
Suceava,Badragi,727631
Suceava,Ciomârtan,727632
Suceava,Cojocăreni,727633
Suceava,Corpaci,727634
Suceava,Lunca (Zamostea),727636
Suceava,Nicani,727637
Suceava,Răuțeni,727638
Suceava,Tăutești,727639
Suceava,Dornești,727210
Suceava,Iaz,727211
Suceava,Frătăuții Vechi,727255
Suceava,Măneuți,727256
Suceava,Horodnic,727300
Suceava,Horodnic de Jos,727301
Suceava,Horodnic de Sus,727305
Suceava,Marginea,727345
Suceava,Milișăuți,727360
Suceava,Bădeuți,727361
Suceava,Lunca (Milișăuți),727363
Suceava,Putna,727455
Suceava,Gura Putnei,727456
Suceava,Rădăuți,725400
Suceava,Siret,725500
Suceava,Pădureni,725502
Suceava,Straja,727495
Suceava,Vicovu de Jos,727605
Suceava,Vicovu de Sus,727610
Suceava,Bivolăria,727611
Suceava,Bălăceana,727126
Suceava,Berchișești,727216
Suceava,Bursuceni,727601
Suceava,Călinești (Șerbăuți),727107
Suceava,Corocăiești,727602
Suceava,Costâna,727531
Suceava,Liteni (Moara),727374
Suceava,Vornicenii Mari,727378
Suceava,Vornicenii Mici,727379
Suceava,Mihoveni,727527
Suceava,Bulai,727371
Suceava,Frumoasa,727372
Suceava,Groapa Vlădichii,727373
Suceava,Moara Carp,727376
Suceava,Moara,727370
Suceava,Moara Nica,727377
Suceava,Părhăuți,727532
Suceava,Sârghiești,727533
Suceava,Poieni-Suceava,727541
Suceava,Racova,727542
Suceava,Dumbrava (Grănicești),727291
Suceava,Iacobești,727293
Suceava,Românești (Grănicești),727294
Suceava,Corni,727336
Suceava,Rotunda,727338
Suceava,Luncușoara,727537
Suceava,Rușii-Mănăstioara,727544
Suceava,Gura Solcii,727292
Suceava,Slobozia Sucevei,727296
Suceava,Gara,727362
Suceava,Soloneț,727534
Suceava,Slobozia (Zvoriștea),727644
Suceava,Șerbănești,727648
Suceava,Șerbăuți,727108
Suceava,Chilișeni,727536
Suceava,Știrbăț,727547
Suceava,Lisaura,727326
Suceava,Tișăuți,727327
Suceava,Fântânele,727230
Suceava,Bănești,727231
Suceava,Cotu Dobei,727232
Suceava,Slobozia (Fântânele),727233
Suceava,Stamate,727234
Suceava,Calafindești,727105
Suceava,Botoșanița Mare,727106
Suceava,Ciprian Porumbescu,727125
Suceava,Grănicești,727290
Suceava,Berești,727007
Suceava,Hănțești,727011
Suceava,Ipotești,727325
Suceava,Mitocu Dragomirnei,727365
Suceava,Dragomirna,727366
Suceava,Lipoveni,727367
Suceava,Mitocași,727368
Suceava,Pătrăuți,727420
Suceava,Sfântu Ilie,727528
Suceava,Trei Movile,727529
Suceava,Siminicea,727485
Suceava,Grigorești,727486
Suceava,Stroiești,727500
Suceava,Vâlcelele,727501
Suceava,Zaharești,727502
Suceava,Florinta,727526
Suceava,Șcheia,727525
Suceava,Todirești,727530
Suceava,Adâncata,727005
Suceava,Arțari,727006
Suceava,Călugăreni,727008
Suceava,Fetești,727009
Suceava,Bosanci,727045
Suceava,Cumpărătura,727046
Suceava,Drăgoiești,727215
Suceava,Corlata,727217
Suceava,Dumbrăveni,727225
Suceava,Sălăgeni,727226
Suceava,Brașca,727127
Suceava,Ilișești,727130
Suceava,Liteni,727335
Suceava,Roșcani,727337
Suceava,Siliștea,727339
Suceava,Vercicani,727341
Suceava,Dărmănești,727155
Suceava,Călinești (Dărmănești),727156
Suceava,Călinești-Vasilache,727157
Suceava,Măriței,727160
Suceava,Salcea,727475
Suceava,Mereni,727476
Suceava,Plopeni,727477
Suceava,Prelipca,727478
Suceava,Văratec,727479
Suceava,Udești,727535
Suceava,Mănăstioara (Udești),727538
Suceava,Reuseni,727543
Suceava,Verești,727600
Suceava,Hancea,727603
Suceava,Zvoriștea,727640
Suceava,Buda (Zvoriștea),727641
Suceava,Dealu,727642
Suceava,Botoș,727121
Suceava,Dârmoxa,727077
Suceava,Catrinari,727406
Suceava,Păltiniș,727411
Suceava,Căsoi,727431
Suceava,Tătaru,727436
Suceava,Teșna (Poiana Stampei),727437
Suceava,Ciocănești,727120
Suceava,Chiril,727151
Suceava,Cojoci,727152
Suceava,Satu Mare (Crucea),727153
Suceava,Coșna,727191
Suceava,Românești (Coșna),727196
Suceava,Teșna (Coșna),727197
Suceava,Cotârgași,727076
Suceava,Coverca,727407
Suceava,Dorna-Arini,727200
Suceava,Cozănești,727201
Suceava,Dornișoara,727432
Suceava,Frasin (Broșteni),727078
Suceava,Hăleasa,727079
Suceava,Lungeni,727083
Suceava,Pietroasa,727086
Suceava,Drăgoiasa,727408
Suceava,Glodu,727409
Suceava,Holda,727081
Suceava,Holdița,727082
Suceava,Panaci,727405
Suceava,Poiana Negrii,727194
Suceava,Poiana Stampei,727430
Suceava,Pilugani,727433
Suceava,Prăleni,727434
Suceava,Șaru Dornei,727515
Suceava,Plaiu Șarului,727518
Suceava,Șaru Bucovinei,727522
Suceava,Cârlibaba,727110
Suceava,Iedu,727112
Suceava,Valea Stânei,727116
Suceava,Crucea,727150
Suceava,Dorna Candrenilor,727190
Suceava,Dealu Floreni,727192
Suceava,Podu Coșnei,727193
Suceava,Valea Bancului,727198
Suceava,Gura Haitii,727516
Suceava,Neagra Șarului,727517
Suceava,Sărișor,727519
Suceava,Sărișoru Mare,727521
Suceava,Broșteni,727075
Suceava,Neagra,727084
Suceava,Iacobeni,727315
Suceava,Mestecăniș,727316
Suceava,Vatra Dornei,725700
Suceava,Argestru,725701
Suceava,Roșu,725702
Suceava,Todireni,725703
Vaslui,Alexandru Vlahuță,737010
Vaslui,Ghicani,737012
Vaslui,Avrămești,737596
Vaslui,Mărășești,737601
Vaslui,Băcani,737045
Vaslui,Băltățeni,737046
Vaslui,Drujești,737047
Vaslui,Blăgești,737070
Vaslui,Bogdănești,737085
Vaslui,Bogdănița,737095
Vaslui,Cârțibași,737096
Vaslui,Coroiești (Bogdănița),737098
Vaslui,Tunsești,737102
Vaslui,Bogești,737411
Vaslui,Cârjoani,737412
Vaslui,Măscurei,737413
Vaslui,Borodești,737552
Vaslui,Pochidia,737557
Vaslui,Satu Nou (Pochidia),737558
Vaslui,Buda (Alexandru Vlahuță),737011
Vaslui,Morăreni,737016
Vaslui,Găvanu,737078
Vaslui,Similișoara,737082
Vaslui,Bârlălești,737241
Vaslui,Bursuci,737242
Vaslui,Cârja,737371
Vaslui,Cepești,737097
Vaslui,Rădăești,737099
Vaslui,Ciocani,737406
Vaslui,Crâng,737407
Vaslui,Crângu Nou,737408
Vaslui,Podu Petriș,737409
Vaslui,Coroiești,737135
Vaslui,Chilieni,737136
Vaslui,Coroieștii de Sus,737137
Vaslui,Păcurărești,737142
Vaslui,Ciortolom,737553
Vaslui,Crivești,737556
Vaslui,Vizureni,737561
Vaslui,Doagele,737206
Vaslui,Poiana Pietrei,737207
Vaslui,Dodești,737576
Vaslui,Dragomirești,737200
Vaslui,Epureni,737240
Vaslui,Horga,737243
Vaslui,Dealu Secării,737416
Vaslui,Florești,737417
Vaslui,Fundu Văii (Poienești),737419
Vaslui,Poienești-Deal,737422
Vaslui,Docani,737587
Vaslui,Docăneasa,737588
Vaslui,Gara Docăneasa,737589
Vaslui,Găgești,737255
Vaslui,Popeni (Găgești),737258
Vaslui,Tupilați,737259
